student_id,student_name,parent_name,parent_email,address,gender,age,attendance_rate,study_hours_weekly,previous_grades,assignment_completion,class_participation,extra_curricular,library_visits,online_resource_hours,parent_education,family_income,internet_access,tutoring,mentor_support,stress_level,motivation_score,final_grade,performance_category,pass_fail,last_reported_at,reported_by,counselor_reported,added_by,created_at,updated_at
230,Wahengbam Rojit,,,,Male,16,62.8,3.7,61.3,70.76,9.7,Yes,2,11.1,Bachelor,Medium,No,Yes,No,7.0,3.1,87.59,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
231,Kshetrimayum Ibemhal,,,,Female,18,51.83,1.8,88.09,50.99,3.6,Yes,4,4.3,High School,Medium,Yes,No,Yes,3.3,1.4,75.77,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
232,Moirangthem Memchoubi,,,,Female,18,68.75,26.8,75.83,32.41,8.7,Yes,3,13.8,High School,High,Yes,Yes,No,7.5,3.6,135.1,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
233,Naorem Bembem,,,,Female,20,51.67,1.8,58.78,74.45,4.5,No,3,19.2,Master,Medium,Yes,Yes,Yes,1.1,4.6,69.3,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
234,Akoijam Sanalembi,,,,Female,20,49.98,5.1,76.44,90.13,3.9,Yes,2,9.2,High School,Medium,Yes,Yes,Yes,2.4,6.6,99.46,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
235,Chongtham Thoibi,,,,Female,15,77.04,3.4,38.28,54.13,9.4,Yes,3,10.5,High School,High,Yes,No,No,3.2,8.2,80.11,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
236,Wahengbam Sanatombi,Parent of Wahengbam Sanatombi,parent236@example.com,Address for student 236,Female,22,71.39,1.3,58.1,57.32,4.3,No,1,4.8,PhD,Medium,Yes,Yes,No,8.0,4.1,59.04,Below Average,Fail,,,1,,2026-03-26 00:33:49,2026-03-26 00:33:49
237,Sagolsem Ibemhal,,,,Female,20,80.21,12.5,85.52,92.37,4.5,Yes,2,17.8,PhD,Medium,Yes,No,No,1.6,5.3,113.55,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
238,Khumanthem Tombi,,,,Female,17,95.78,3.1,45.44,86.95,2.0,No,0,19.4,Bachelor,Low,Yes,Yes,No,2.7,8.1,74.45,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
239,Sagolsem Premo,,,,Male,23,71.94,8.2,43.02,80.05,7.0,No,4,15.7,High School,Medium,Yes,Yes,No,4.2,3.0,91.14,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
240,Elangbam Priyabala,,,,Female,16,74.86,2.5,96.56,47.42,3.6,Yes,4,10.9,Master,Medium,Yes,Yes,Yes,1.1,3.0,96.95,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
241,Phuritshabam Bembem,,,,Female,22,45.38,8.0,44.69,93.72,6.3,Yes,6,19.1,Master,High,Yes,No,Yes,7.9,6.3,82.39,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
242,Khumanthem Sunil,,,,Male,24,83.06,1.2,48.26,40.81,6.3,Yes,3,3.1,High School,Medium,Yes,Yes,No,6.0,4.9,71.13,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
243,Maibam Sanalembi,,,,Female,17,63.99,13.0,97.87,73.87,7.5,No,4,9.6,High School,Low,Yes,No,No,9.1,9.5,110.06,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
244,Elangbam Bimol,,,,Male,19,98.6,4.7,81.43,32.02,7.7,Yes,1,10.8,Master,Medium,Yes,No,No,1.3,4.2,117.76,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
245,Phuritshabam Sushil,,,,Male,20,89.39,2.5,78.97,75.06,5.6,No,3,9.8,PhD,Low,Yes,No,No,3.4,7.8,92.15,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
246,Mutum Ongbi,,,,Female,24,71.35,11.4,89.7,49.4,4.0,No,1,16.0,Master,Medium,Yes,Yes,Yes,7.6,6.2,90.25,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
247,Maibam Rishi,Parent of Maibam Rishi,parent247@example.com,Address for student 247,Male,20,47.39,3.8,38.11,61.48,8.5,Yes,3,13.4,High School,Medium,Yes,No,No,7.1,1.5,37.04,At Risk,Fail,,,1,,2026-03-26 00:33:49,2026-03-26 00:33:49
248,Mutum Bhorot,,,,Male,18,91.56,1.9,79.42,54.17,3.8,No,2,2.5,Bachelor,Medium,Yes,No,No,3.2,1.8,81.93,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
249,Tongbram Robichandra,,,,Male,17,87.99,6.1,65.26,42.09,5.6,Yes,5,6.9,Bachelor,High,Yes,No,No,6.4,2.8,64.76,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
250,Hijam Nandakumar,,,,Male,18,51.08,4.0,88.04,73.54,4.6,No,4,6.8,High School,Medium,Yes,No,Yes,8.1,2.3,67.72,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
251,Tongbram Ibemhal,,,,Female,15,57.72,5.6,65.57,91.74,8.7,Yes,1,11.3,High School,Medium,Yes,No,No,1.3,4.0,117.28,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
252,Sinam Ibotombi,,,,Male,18,87.6,7.9,73.42,97.14,4.9,No,4,5.8,High School,Low,Yes,Yes,Yes,7.5,6.2,107.06,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
253,Leishangthem Memchoubi,,,,Female,15,51.11,4.2,63.44,43.46,4.5,Yes,2,2.3,Bachelor,Medium,No,No,No,3.3,6.4,78.74,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
254,Konthoujam Dhananjoy,,,,Male,15,95.07,8.8,63.47,80.22,7.2,No,1,13.1,Bachelor,High,Yes,Yes,Yes,9.5,6.3,98.85,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
255,Khundongbam Nilachandra,,,,Male,24,65.47,8.2,83.76,76.5,6.4,Yes,6,17.0,Master,Low,No,Yes,No,5.8,2.1,95.42,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
256,Angom Birachandra,,,,Male,20,45.22,0.3,74.0,54.04,2.0,Yes,1,18.6,Master,Medium,Yes,Yes,No,1.3,6.4,82.78,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
257,Loitongbam Romesh,,,,Male,19,88.94,10.5,74.33,31.34,5.6,Yes,4,19.5,PhD,Medium,Yes,No,No,4.6,4.7,98.27,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
258,Hijam Reena,,,,Female,18,62.41,4.8,61.52,78.29,7.6,Yes,4,15.6,Master,Low,Yes,No,No,9.7,9.1,68.83,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
259,Sinam Sanatombi,,,,Female,17,71.59,7.8,67.18,96.18,9.9,No,6,2.8,High School,Low,Yes,Yes,Yes,7.6,9.2,119.93,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
260,Potsangbam Ibohal,,,,Male,15,46.74,3.5,82.2,74.25,6.7,No,6,17.1,Bachelor,Low,Yes,No,No,3.7,7.9,95.26,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
261,Rajkumar Sanajaoba,,,,Male,20,40.16,5.8,87.82,60.47,4.3,Yes,1,8.0,Bachelor,High,No,No,No,6.2,7.3,109.01,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
262,Shamurailatpam Sunita,,,,Female,16,78.28,3.6,78.76,66.76,3.0,Yes,4,14.6,High School,Medium,Yes,No,No,6.4,2.0,72.57,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
263,Nameirakpam Surjakanta,,,,Male,22,70.91,3.6,94.69,43.97,8.9,Yes,6,10.6,PhD,Medium,Yes,Yes,No,1.2,1.8,99.78,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
264,Sapam Ratankumar,,,,Male,24,75.61,3.6,87.42,82.54,8.3,Yes,6,16.6,High School,Medium,Yes,No,No,2.6,8.6,117.48,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
265,Luwang Nimai,,,,Male,19,87.62,2.8,69.33,82.25,3.1,Yes,2,8.5,Bachelor,Low,No,Yes,No,6.0,4.8,92.33,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
266,Konthoujam Bembem,,,,Female,21,78.8,11.8,77.0,40.19,2.8,Yes,4,1.2,Bachelor,Medium,No,Yes,No,4.6,5.1,83.04,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
267,Khundongbam Sanalembi,,,,Female,24,50.49,3.9,94.84,91.46,7.4,Yes,4,11.1,Bachelor,Low,Yes,No,No,2.7,8.6,118.11,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
268,Angom Ibemhal,,,,Female,16,61.65,3.7,73.34,48.84,3.8,Yes,3,3.4,Bachelor,Low,Yes,No,Yes,8.0,6.6,67.04,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
269,Nongmaithem Oken,,,,Male,22,94.35,8.1,87.74,98.76,3.8,No,2,19.3,Bachelor,High,No,No,Yes,5.4,2.6,93.15,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
270,Yengkhom Sanajaoba,,,,Male,16,86.2,2.0,78.22,56.8,2.4,Yes,0,10.5,High School,Low,Yes,No,Yes,3.8,2.9,66.51,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
271,Loitongbam Tombi,,,,Female,18,73.4,4.0,68.64,42.45,3.4,Yes,3,11.1,High School,High,Yes,No,Yes,2.5,1.1,65.38,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
272,Potsangbam Thoibi,,,,Female,15,55.34,4.3,46.93,54.62,4.8,No,0,18.1,PhD,Medium,Yes,Yes,No,6.5,7.4,73.66,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
273,Rajkumari Sanatombi,,,,Female,19,58.12,2.6,59.82,60.81,7.6,No,1,12.5,High School,Low,Yes,Yes,Yes,7.0,5.4,77.87,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
274,Nameirakpam Priyabala,,,,Female,23,83.92,1.4,97.74,34.85,4.0,Yes,3,6.1,High School,Medium,Yes,No,Yes,7.0,9.5,92.73,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
275,Thokchom Ibungo,,,,Male,15,91.07,5.8,76.04,70.48,4.0,No,3,5.9,Bachelor,Medium,No,No,No,3.0,7.4,97.79,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
276,Sapam Memchoubi,,,,Female,23,80.29,7.0,69.51,71.83,3.6,No,1,10.0,High School,Medium,Yes,No,No,6.4,1.9,71.27,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
277,Okram Ibobi,,,,Male,22,88.57,4.9,95.31,81.73,5.3,Yes,8,17.3,Bachelor,Low,Yes,No,No,9.1,2.5,95.38,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
278,Luwang Reena,,,,Female,20,86.0,11.6,71.06,32.04,2.6,Yes,3,15.9,Bachelor,Low,Yes,No,No,4.2,5.5,84.89,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
279,Maisnam Arunkumar,,,,Male,21,48.98,6.4,66.83,67.89,5.4,Yes,1,19.3,Master,High,Yes,No,Yes,2.9,9.3,102.16,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
280,Nongmaithem Bembem,,,,Female,17,65.44,5.2,83.15,33.7,7.3,Yes,2,1.4,Master,Medium,Yes,Yes,Yes,7.9,3.2,75.91,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
281,Yengkhom Sanalembi,,,,Female,15,49.18,6.9,79.89,79.08,1.3,Yes,3,5.4,High School,Low,Yes,Yes,No,2.6,8.4,120.25,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
282,Panmei Ibemhal,Parent of Panmei Ibemhal,parent282@example.com,Address for student 282,Female,19,54.11,4.1,43.52,33.9,1.1,No,1,1.6,Bachelor,High,Yes,No,No,3.3,3.8,55.51,Below Average,Fail,,,1,,2026-03-26 00:33:49,2026-03-26 00:33:49
283,Thokchom Thoibi,,,,Female,16,92.16,9.0,62.99,93.82,1.7,Yes,3,15.0,High School,Low,Yes,No,No,1.9,3.4,86.07,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
284,Keisham Sarat,,,,Male,19,68.37,4.2,63.08,79.15,5.8,Yes,3,2.8,High School,Low,Yes,No,No,3.4,9.1,117.38,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
285,Okram Sunita,,,,Female,22,72.12,4.0,56.48,65.52,8.7,Yes,5,2.0,Bachelor,Low,Yes,Yes,Yes,4.7,1.4,89.83,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
286,Thiyam Sunil,,,,Male,23,50.71,6.4,66.21,60.91,1.0,Yes,5,11.2,High School,Medium,Yes,No,No,1.6,6.9,75.97,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
287,Sanasam Suresh,Parent of Sanasam Suresh,parent287@example.com,Address for student 287,Male,16,58.74,4.0,58.92,39.15,9.4,No,6,8.2,Bachelor,Low,Yes,No,Yes,8.8,1.4,57.63,Below Average,Fail,,,1,,2026-03-26 00:33:49,2026-03-26 00:33:49
288,Longjam Lokendro,Parent of Longjam Lokendro,parent288@example.com,Address for student 288,Male,17,53.81,1.2,43.95,50.37,2.0,Yes,4,14.3,Master,Medium,Yes,No,No,5.6,8.2,55.3,Below Average,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
289,Huidrom Sadananda,,,,Male,17,52.37,7.1,58.87,90.83,8.6,No,1,9.7,Master,High,Yes,Yes,No,6.3,8.5,92.31,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
290,Maisnam Tombi,,,,Female,15,78.28,8.4,35.06,93.31,5.3,Yes,1,8.5,Master,Low,Yes,No,No,4.3,9.0,112.69,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
291,Ngangbam Dinesh,Parent of Ngangbam Dinesh,parent291@example.com,Address for student 291,Male,22,55.41,4.6,70.31,30.05,6.9,Yes,5,8.5,High School,Medium,Yes,No,No,7.0,2.7,58.29,Below Average,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
292,Meisnam Ranjit,,,,Male,20,77.92,6.2,89.76,71.59,5.6,No,4,17.4,Bachelor,Medium,Yes,No,No,4.9,2.1,69.89,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
293,Koijam Ibotombi,,,,Male,22,43.51,4.3,80.77,80.35,5.3,Yes,3,7.9,High School,Medium,Yes,No,No,7.9,5.5,87.46,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
294,Keisham Sanatombi,,,,Female,23,48.51,5.8,55.23,73.31,8.5,Yes,1,6.7,Bachelor,High,Yes,No,No,8.4,3.4,91.39,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
295,Thiyam Bembem,,,,Female,19,56.47,2.9,36.09,35.72,7.8,No,1,6.8,High School,Medium,Yes,Yes,No,7.0,6.5,83.42,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
296,Sanasam Priyabala,,,,Female,17,75.82,16.9,44.15,45.24,5.4,Yes,1,3.9,High School,Low,No,Yes,No,5.4,5.6,121.88,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
297,Konthoujam Memchoubi,,,,Female,19,80.55,14.4,68.18,47.52,2.0,No,1,17.2,Bachelor,Medium,Yes,No,No,8.0,2.3,97.82,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
298,Takhellambam Biren,,,,Male,19,66.56,2.6,44.49,88.22,2.0,No,2,2.9,Master,Low,Yes,Yes,No,5.4,7.7,72.41,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
299,Shijagurumayum Sanjoy,,,,Male,19,66.75,5.2,68.08,62.42,8.2,Yes,0,18.2,Master,Medium,Yes,No,Yes,2.0,8.2,100.37,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
300,Longjam Reena,,,,Female,17,83.47,6.0,46.21,64.08,5.8,Yes,0,5.7,Bachelor,Low,Yes,Yes,No,2.0,9.7,94.25,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
301,Phurailatpam Nimai,,,,Male,24,40.95,6.1,89.42,95.44,5.3,Yes,2,18.0,Bachelor,Low,Yes,No,No,9.5,4.6,71.75,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
302,Salam Robindro,,,,Male,18,60.47,9.2,57.81,74.6,7.1,Yes,0,15.8,Bachelor,Medium,Yes,No,No,2.9,4.0,101.83,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
303,Usham Ibomcha,,,,Male,23,89.12,3.7,47.19,92.91,8.7,No,5,11.6,Bachelor,Low,Yes,Yes,No,8.3,2.7,87.48,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
304,Huidrom Sanalembi,,,,Female,24,76.19,6.8,86.86,61.96,6.7,No,4,13.4,High School,Medium,Yes,No,Yes,3.2,2.6,101.71,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
305,Ngangbam Ibemhal,,,,Female,23,60.23,4.8,54.0,40.46,7.9,Yes,2,6.5,Master,Low,No,No,Yes,4.9,3.9,62.92,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
306,Khomdram Tomba,,,,Male,16,94.33,2.0,37.8,95.1,7.9,Yes,1,11.5,Bachelor,High,Yes,Yes,No,6.9,9.8,102.45,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
307,Meisnam Thoibi,,,,Female,22,86.36,7.9,69.93,62.11,4.2,Yes,2,5.8,High School,Low,Yes,No,Yes,2.4,1.8,91.01,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
308,Koijam Tombi,,,,Female,22,55.89,5.2,70.71,42.71,3.5,Yes,1,8.0,High School,High,Yes,Yes,Yes,7.6,3.3,83.51,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
309,Takhellambam Bembem,Parent of Takhellambam Bembem,parent309@example.com,Address for student 309,Female,21,78.72,4.6,80.03,51.17,8.2,No,2,15.3,High School,Medium,Yes,No,Yes,7.2,1.8,58.38,Below Average,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
310,Shijagurumayum Sanatombi,,,,Female,22,75.75,5.0,46.82,33.56,4.4,Yes,5,4.9,Bachelor,Medium,Yes,Yes,Yes,5.9,3.5,71.1,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
311,Sagolband Priyabala,,,,Female,17,64.07,8.0,61.06,62.78,9.1,No,6,16.8,Master,Low,Yes,Yes,No,6.1,1.8,88.46,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
312,Laifungbam Deben,,,,Male,20,62.02,3.3,49.77,89.72,1.6,No,4,7.5,Bachelor,Medium,Yes,No,No,2.0,5.6,81.19,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
313,Phurailatpam Memchoubi,,,,Female,15,60.61,2.2,35.67,95.35,1.5,No,2,10.6,Bachelor,Medium,Yes,No,No,4.9,4.9,71.46,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
314,Mangangcha Somorjit,,,,Male,21,77.03,3.8,91.36,95.28,9.3,Yes,3,18.8,PhD,Medium,Yes,Yes,No,1.8,2.6,110.45,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
315,Chakpram Suresh,,,,Male,15,66.54,6.1,81.02,38.77,6.8,No,4,13.6,High School,Medium,Yes,No,Yes,3.8,2.6,64.16,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
316,Salam Reena,Parent of Salam Reena,parent316@example.com,Address for student 316,Female,23,89.91,3.7,51.1,56.74,4.4,No,1,12.9,High School,Medium,Yes,No,Yes,9.1,6.6,53.55,Below Average,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
317,Taorem Rajen,,,,Male,15,80.18,6.5,71.96,31.98,7.8,No,0,14.2,Bachelor,Medium,Yes,No,No,6.2,4.5,78.77,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
318,Yumkham Nara,,,,Male,15,44.2,6.8,44.09,89.86,7.1,Yes,7,18.4,Master,Low,Yes,No,No,7.7,1.5,64.72,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
319,Nongthombam Bimol,,,,Male,21,78.41,4.8,92.32,55.11,5.8,Yes,2,5.0,Bachelor,Low,Yes,No,Yes,6.2,9.3,95.72,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
320,Usham Sanalembi,,,,Female,16,56.27,6.8,38.04,74.18,1.9,No,6,12.3,Bachelor,Medium,Yes,No,No,2.7,4.6,75.99,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
321,Khomdram Ibemhal,,,,Female,19,75.57,5.2,30.27,80.04,8.3,Yes,2,8.0,PhD,Low,Yes,No,No,6.4,6.3,74.35,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
322,Laitonjam Inaocha,,,,Male,22,80.81,5.5,65.14,60.09,8.8,Yes,3,0.2,Master,Low,No,No,No,7.8,9.0,91.16,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
323,Laifungbam Thoibi,,,,Female,22,53.85,6.7,70.82,51.45,2.5,No,6,2.5,High School,Low,Yes,Yes,Yes,2.2,4.6,93.26,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
324,Mangangcha Tombi,,,,Female,17,67.41,5.7,70.53,97.35,8.7,Yes,4,6.5,Master,Low,No,Yes,No,8.4,8.4,101.15,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
325,Chakpram Bembem,,,,Female,21,51.42,1.9,33.82,97.51,8.9,Yes,2,11.3,High School,Medium,Yes,Yes,Yes,6.0,9.2,101.04,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
326,Taorem Ibemhal,,,,Female,17,43.14,13.1,51.98,50.26,5.9,Yes,7,17.6,Bachelor,Medium,Yes,Yes,No,1.0,2.6,89.97,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
327,Khangembam Raghumani,,,,Male,20,62.71,5.7,64.94,63.57,6.9,No,5,15.8,High School,High,Yes,Yes,No,5.7,9.0,102.3,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
328,Pebam Ibungo,,,,Male,20,61.78,3.1,45.16,98.1,4.4,Yes,5,11.1,Bachelor,Medium,Yes,No,No,4.6,2.1,78.33,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
329,Yumkham Thoibi,,,,Female,17,99.73,6.9,91.08,30.34,3.5,No,0,1.5,Bachelor,High,Yes,No,Yes,3.7,3.5,86.91,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
330,Nongthombam Tombi,,,,Female,21,66.78,13.4,36.1,58.89,7.5,Yes,2,5.7,Master,Medium,Yes,Yes,Yes,7.9,8.3,89.48,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
331,Joykumar Ningombam,,,,Male,17,60.01,3.5,64.12,37.03,8.8,Yes,1,7.3,Bachelor,High,No,Yes,No,9.1,9.1,78.96,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
332,Chingakham Ropen,,,,Male,22,74.83,15.2,78.4,65.64,6.9,No,5,12.4,Bachelor,High,Yes,Yes,No,7.9,7.2,115.54,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
333,Laitonjam Bembem,Parent of Laitonjam Bembem,parent333@example.com,Address for student 333,Female,24,45.33,8.3,48.32,31.73,5.6,Yes,3,1.3,High School,Medium,Yes,No,No,8.6,1.9,47.49,At Risk,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
334,Maibam Romesh,,,,Male,18,97.7,1.5,73.7,58.48,2.4,No,8,10.6,PhD,Medium,Yes,No,No,9.2,5.7,81.32,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
335,Khangembam Sanatombi,,,,Female,15,78.1,15.8,88.06,45.45,1.5,Yes,2,18.0,Master,Low,Yes,Yes,Yes,9.2,6.2,105.42,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
336,Pebam Priyabala,Parent of Pebam Priyabala,parent336@example.com,Address for student 336,Female,18,85.29,1.6,43.32,67.33,5.0,Yes,3,14.1,High School,Low,Yes,No,No,2.0,3.5,58.55,Below Average,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
337,Surchandra Khangembam,,,,Male,21,50.23,5.9,94.21,99.72,1.4,Yes,2,15.9,PhD,High,Yes,No,Yes,5.1,9.9,121.5,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
338,Elangbam Ibomcha,,,,Male,18,64.57,4.9,68.75,86.04,6.1,Yes,3,13.6,Bachelor,High,Yes,No,Yes,1.0,4.0,88.48,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
339,Joykumari Memchoubi,,,,Female,20,65.36,2.7,50.95,89.19,4.4,No,5,4.1,Bachelor,Medium,Yes,Yes,No,5.6,2.9,71.61,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
340,Chingakham Reena,,,,Female,23,89.31,7.5,60.16,74.47,7.8,No,8,2.2,Master,High,Yes,No,No,9.3,2.0,81.42,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
341,Keisham Tomba,,,,Male,15,40.07,10.8,51.85,32.91,3.8,Yes,3,16.6,High School,High,Yes,No,No,2.8,4.4,72.03,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
342,Takhellambam Sanalembi,,,,Female,19,58.05,2.0,80.76,44.48,6.3,Yes,3,13.9,PhD,Medium,Yes,No,No,6.8,7.2,92.45,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
343,Rajkumar Ibotombi,,,,Male,21,98.87,12.1,85.74,94.75,5.8,No,5,11.5,Bachelor,Medium,No,No,No,6.8,3.1,88.11,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
344,Maibam Ibemhal,,,,Female,15,68.49,8.2,88.31,55.63,1.0,Yes,2,3.8,High School,Medium,No,No,Yes,2.4,7.9,105.73,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
